Season,League,Rk,Squad,MP,W,D,L,GF,GA,GD,Pts
2021,Premier-League,14,Crystal Palace,38,12,8,18,41,66,-25,44
2021,Premier-League,15,Southampton,38,12,7,19,47,68,-21,43
2021,Premier-League,16,Brighton,38,9,14,15,40,46,-6,41
2021,Premier-League,17,Burnley,38,10,9,19,33,55,-22,39
2021,Premier-League,18,Fulham,38,5,13,20,27,53,-26,28
2021,Premier-League,19,West Brom,38,5,11,22,35,76,-41,26
2021,Premier-League,20,Sheffield Utd,38,7,2,29,20,63,-43,23
2022,Premier-League,1,Manchester City,38,29,6,3,99,26,73,93
2022,Premier-League,2,Liverpool,38,28,8,2,94,26,68,92
2022,Premier-League,3,Chelsea,38,21,11,6,76,33,43,74
2022,Premier-League,4,Tottenham,38,22,5,11,69,40,29,71
2022,Premier-League,5,Arsenal,38,22,3,13,61,48,13,69
2022,Premier-League,6,Manchester Utd,38,16,10,12,57,57,0,58
2022,Premier-League,7,West Ham,38,16,8,14,60,51,9,56
2022,Premier-League,8,Leicester City,38,14,10,14,62,59,3,52
2022,Premier-League,9,Brighton,38,12,15,11,42,44,-2,51
2022,Premier-League,10,Wolves,38,15,6,17,38,43,-5,51
2022,Premier-League,11,Newcastle Utd,38,13,10,15,44,62,-18,49
2022,Premier-League,12,Crystal Palace,38,11,15,12,50,46,4,48
2022,Premier-League,13,Brentford,38,13,7,18,48,56,-8,46
2022,Premier-League,14,Aston Villa,38,13,6,19,52,54,-2,45
2022,Premier-League,15,Southampton,38,9,13,16,43,67,-24,40
2022,Premier-League,16,Everton,38,11,6,21,43,66,-23,39
2022,Premier-League,17,Leeds United,38,9,11,18,42,79,-37,38
2022,Premier-League,18,Burnley,38,7,14,17,34,53,-19,35
2022,Premier-League,19,Watford,38,6,5,27,34,77,-43,23
2022,Premier-League,20,Norwich City,38,5,7,26,23,84,-61,22
2023,Premier-League,1,Manchester City,38,28,5,5,94,33,61,89
2023,Premier-League,2,Arsenal,38,26,6,6,88,43,45,84
2023,Premier-League,3,Manchester Utd,38,23,6,9,58,43,15,75
2023,Premier-League,4,Newcastle Utd,38,19,14,5,68,33,35,71
2023,Premier-League,5,Liverpool,38,19,10,9,75,47,28,67
2023,Premier-League,6,Brighton,38,18,8,12,72,53,19,62
2023,Premier-League,7,Aston Villa,38,18,7,13,51,46,5,61
2023,Premier-League,8,Tottenham,38,18,6,14,70,63,7,60
2023,Premier-League,9,Brentford,38,15,14,9,58,46,12,59
2023,Premier-League,10,Fulham,38,15,7,16,55,53,2,52
2023,Premier-League,11,Crystal Palace,38,11,12,15,40,49,-9,45
2023,Premier-League,12,Chelsea,38,11,11,16,38,47,-9,44
2023,Premier-League,13,Wolves,38,11,8,19,31,58,-27,41
2023,Premier-League,14,West Ham,38,11,7,20,42,55,-13,40
2023,Premier-League,15,Bournemouth,38,11,6,21,37,71,-34,39
2023,Premier-League,16,Nott'ham Forest,38,9,11,18,38,68,-30,38
2023,Premier-League,17,Everton,38,8,12,18,34,57,-23,36
2023,Premier-League,18,Leicester City,38,9,7,22,51,68,-17,34
2023,Premier-League,19,Leeds United,38,7,10,21,48,78,-30,31
2023,Premier-League,20,Southampton,38,6,7,25,36,73,-37,25
2001,La-Liga,1,Real Madrid,38,24,8,6,81,40,41,80
2001,La-Liga,2,La Coruña,38,22,7,9,73,44,29,73
2001,La-Liga,3,Mallorca,38,20,11,7,61,43,18,71
2001,La-Liga,4,Barcelona,38,17,12,9,80,57,23,63
2001,La-Liga,5,Valencia,38,18,9,11,55,34,21,63
2001,La-Liga,6,Celta Vigo,38,16,11,11,51,49,2,59
2001,La-Liga,7,Villarreal,38,16,9,13,58,52,6,57
2001,La-Liga,8,Málaga,38,16,8,14,60,61,-1,56
2001,La-Liga,9,Espanyol,38,14,8,16,46,44,2,50
2001,La-Liga,10,Alavés,38,14,7,17,58,59,-1,49
2001,La-Liga,11,Las Palmas,38,13,7,18,42,62,-20,46
2001,La-Liga,12,Athletic Club,38,11,10,17,44,60,-16,43
2001,La-Liga,13,Real Sociedad,38,11,10,17,52,68,-16,43
2001,La-Liga,14,Rayo Vallecano,38,10,13,15,56,68,-12,43
2001,La-Liga,15,Osasuna,38,10,12,16,43,54,-11,42
2001,La-Liga,16,Valladolid,38,9,15,14,42,50,-8,42
2001,La-Liga,17,Zaragoza,38,9,15,14,54,57,-3,42
2001,La-Liga,18,Oviedo,38,11,8,19,51,67,-16,41
2001,La-Liga,19,Racing Sant,38,10,9,19,48,62,-14,39
2001,La-Liga,20,Numancia,38,10,9,19,40,64,-24,39
2002,La-Liga,1,Valencia,38,21,12,5,51,27,24,75
2002,La-Liga,2,La Coruña,38,20,8,10,65,41,24,68
2002,La-Liga,3,Real Madrid,38,19,9,10,69,44,25,66
2002,La-Liga,4,Barcelona,38,18,10,10,65,37,28,64
2002,La-Liga,5,Celta Vigo,38,16,12,10,64,46,18,60
2002,La-Liga,6,Betis,38,15,14,9,42,34,8,59
2002,La-Liga,7,Alavés,38,17,3,18,41,44,-3,54
2002,La-Liga,8,Sevilla,38,14,11,13,51,40,11,53
2002,La-Liga,9,Athletic Club,38,14,11,13,54,66,-12,53
2002,La-Liga,10,Málaga,38,13,14,11,44,44,0,53
2002,La-Liga,11,Rayo Vallecano,38,13,10,15,46,52,-6,49
2002,La-Liga,12,Valladolid,38,13,9,16,45,58,-13,48
2002,La-Liga,13,Real Sociedad,38,13,8,17,48,54,-6,47
2002,La-Liga,14,Espanyol,38,13,8,17,47,56,-9,47
2002,La-Liga,15,Villarreal,38,11,10,17,46,55,-9,43
2002,La-Liga,16,Mallorca,38,11,10,17,40,52,-12,43
2002,La-Liga,17,Osasuna,38,10,12,16,36,49,-13,42
2002,La-Liga,18,Las Palmas,38,9,13,16,40,50,-10,40
2002,La-Liga,19,Tenerife,38,10,8,20,32,58,-26,38
2002,La-Liga,20,Zaragoza,38,9,10,19,35,54,-19,37
2003,La-Liga,1,Real Madrid,38,22,12,4,86,42,44,78
2003,La-Liga,2,Real Sociedad,38,22,10,6,71,45,26,76
2003,La-Liga,3,La Coruña,38,22,6,10,67,47,20,72
2003,La-Liga,4,Celta Vigo,38,17,10,11,45,36,9,61
2003,La-Liga,5,Valencia,38,17,9,12,56,35,21,60
2003,La-Liga,6,Barcelona,38,15,11,12,63,47,16,56
2003,La-Liga,7,Athletic Club,38,15,10,13,63,61,2,55
2003,La-Liga,8,Betis,38,14,12,12,56,53,3,54
2003,La-Liga,9,Mallorca,38,14,10,14,49,56,-7,52
2003,La-Liga,10,Sevilla,38,13,11,14,38,39,-1,50
2003,La-Liga,11,Osasuna,38,12,11,15,40,48,-8,47
2003,La-Liga,12,Atlético Madrid,38,12,11,15,51,56,-5,47
2003,La-Liga,13,Málaga,38,11,13,14,44,49,-5,46
2003,La-Liga,14,Valladolid,38,12,10,16,37,40,-3,46
2003,La-Liga,15,Villarreal,38,11,12,15,44,53,-9,45
2003,La-Liga,16,Racing Sant,38,13,5,20,54,64,-10,44
2003,La-Liga,17,Espanyol,38,10,13,15,48,54,-6,43
2003,La-Liga,18,Recreativo,38,8,12,18,35,61,-26,36
2003,La-Liga,19,Alavés,38,8,11,19,38,68,-30,35
2003,La-Liga,20,Rayo Vallecano,38,7,11,20,31,62,-31,32
2004,La-Liga,1,Valencia,38,23,8,7,71,27,44,77
2004,La-Liga,2,Barcelona,38,21,9,8,63,39,24,72
2004,La-Liga,3,La Coruña,38,21,8,9,60,34,26,71
2004,La-Liga,4,Real Madrid,38,21,7,10,72,54,18,70
2004,La-Liga,5,Athletic Club,38,15,11,12,53,49,4,56
2004,La-Liga,6,Sevilla,38,15,10,13,56,45,11,55
2004,La-Liga,7,Atlético Madrid,38,15,10,13,51,53,-2,55
2004,La-Liga,8,Villarreal,38,15,9,14,47,49,-2,54
2004,La-Liga,9,Betis,38,13,13,12,46,43,3,52
2004,La-Liga,10,Málaga,38,15,6,17,50,55,-5,51
2004,La-Liga,11,Mallorca,38,15,6,17,54,66,-12,51
2004,La-Liga,12,Zaragoza,38,13,9,16,46,55,-9,48
2004,La-Liga,13,Osasuna,38,11,15,12,38,37,1,48
2004,La-Liga,14,Albacete,38,13,8,17,40,48,-8,47
2004,La-Liga,15,Real Sociedad,38,11,13,14,49,53,-4,46
2004,La-Liga,16,Espanyol,38,13,4,21,48,64,-16,43
2004,La-Liga,17,Racing Sant,38,11,10,17,48,63,-15,43
2004,La-Liga,18,Valladolid,38,10,11,17,46,56,-10,41
2004,La-Liga,19,Celta Vigo,38,9,12,17,48,68,-20,39
2004,La-Liga,20,Real Murcia,38,5,11,22,29,57,-28,26
2005,La-Liga,1,Barcelona,38,25,9,4,73,29,44,84
2005,La-Liga,2,Real Madrid,38,25,5,8,71,32,39,80
2005,La-Liga,3,Villarreal,38,18,11,9,69,37,32,65
2005,La-Liga,4,Betis,38,16,14,8,62,50,12,62
2005,La-Liga,5,Espanyol,38,17,10,11,54,46,8,61
2005,La-Liga,6,Sevilla,38,17,9,12,44,41,3,60
2005,La-Liga,7,Valencia,38,14,16,8,54,39,15,58
2005,La-Liga,8,Athletic Club,38,14,9,15,59,54,5,51
2005,La-Liga,9,La Coruña,38,12,15,11,46,50,-4,51
2005,La-Liga,10,Málaga,38,15,6,17,40,48,-8,51
2005,La-Liga,11,Atlético Madrid,38,13,11,14,40,34,6,50
2005,La-Liga,12,Zaragoza,38,14,8,16,52,57,-5,50
2005,La-Liga,13,Getafe,38,12,11,15,38,46,-8,47
2005,La-Liga,14,Real Sociedad,38,13,8,17,47,56,-9,47
2005,La-Liga,15,Osasuna,38,12,10,16,46,65,-19,46
2005,La-Liga,16,Racing Sant,38,12,8,18,41,58,-17,44
2005,La-Liga,17,Mallorca,38,10,9,19,42,63,-21,39
2005,La-Liga,18,Levante,38,9,10,19,39,58,-19,37
2005,La-Liga,19,Numancia,38,6,11,21,30,61,-31,29
2005,La-Liga,20,Albacete,38,6,10,22,33,56,-23,28
2006,La-Liga,1,Barcelona,38,25,7,6,80,35,45,82
2006,La-Liga,2,Real Madrid,38,20,10,8,70,40,30,70
2006,La-Liga,3,Valencia,38,19,12,7,58,33,25,69
2006,La-Liga,4,Osasuna,38,21,5,12,49,43,6,68
2006,La-Liga,5,Sevilla,38,20,8,10,54,39,15,68
2006,La-Liga,6,Celta Vigo,38,20,4,14,45,33,12,64
2006,La-Liga,7,Villarreal,38,14,15,9,50,39,11,57
2006,La-Liga,8,La Coruña,38,15,10,13,47,45,2,55
2006,La-Liga,9,Getafe,38,15,9,14,54,49,5,54
2006,La-Liga,10,Atlético Madrid,38,13,13,12,45,37,8,52
2006,La-Liga,11,Zaragoza,38,10,16,12,46,51,-5,46
2006,La-Liga,12,Athletic Club,38,11,12,15,40,46,-6,45
2006,La-Liga,13,Mallorca,38,10,13,15,37,51,-14,43
2006,La-Liga,14,Betis,38,10,12,16,34,51,-17,42
2006,La-Liga,15,Espanyol,38,10,11,17,36,56,-20,41
2006,La-Liga,16,Real Sociedad,38,11,7,20,48,65,-17,40
2006,La-Liga,17,Racing Sant,38,9,13,16,36,49,-13,40
2006,La-Liga,18,Alavés,38,9,12,17,35,54,-19,39
2006,La-Liga,19,Cádiz,38,8,12,18,36,52,-16,36
2006,La-Liga,20,Málaga,38,5,9,24,36,68,-32,24
2007,La-Liga,1,Real Madrid,38,23,7,8,66,40,26,76
2007,La-Liga,2,Barcelona,38,22,10,6,78,33,45,76
2007,La-Liga,3,Sevilla,38,21,8,9,64,35,29,71
2007,La-Liga,4,Valencia,38,20,6,12,57,42,15,66
2007,La-Liga,5,Villarreal,38,18,8,12,48,44,4,62
2007,La-Liga,6,Zaragoza,38,16,12,10,55,43,12,60
2007,La-Liga,7,Atlético Madrid,38,17,9,12,46,39,7,60
2007,La-Liga,8,Recreativo,38,15,9,14,54,52,2,54
2007,La-Liga,9,Getafe,38,14,10,14,39,33,6,52
2007,La-Liga,10,Racing Sant,38,12,14,12,42,48,-6,50
2007,La-Liga,11,Espanyol,38,12,13,13,46,53,-7,49
2007,La-Liga,12,Mallorca,38,14,7,17,41,47,-6,49
2007,La-Liga,13,La Coruña,38,12,11,15,32,45,-13,47
2007,La-Liga,14,Osasuna,38,13,7,18,51,49,2,46
2007,La-Liga,15,Levante,38,10,12,16,37,53,-16,42
2007,La-Liga,16,Betis,38,8,16,14,36,49,-13,40
2007,La-Liga,17,Athletic Club,38,10,10,18,44,62,-18,40
2007,La-Liga,18,Celta Vigo,38,10,9,19,40,59,-19,39
2007,La-Liga,19,Real Sociedad,38,8,11,19,32,47,-15,35
2007,La-Liga,20,Gimnàstic,38,7,7,24,34,69,-35,28
2008,La-Liga,1,Real Madrid,38,27,4,7,84,36,48,85
2008,La-Liga,2,Villarreal,38,24,5,9,63,40,23,77
2008,La-Liga,3,Barcelona,38,19,10,9,76,43,33,67
2008,La-Liga,4,Atlético Madrid,38,19,7,12,66,47,19,64
2008,La-Liga,5,Sevilla,38,20,4,14,75,49,26,64
2008,La-Liga,6,Racing Sant,38,17,9,12,42,41,1,60
2008,La-Liga,7,Mallorca,38,15,14,9,69,54,15,59
2008,La-Liga,8,Almería,38,14,10,14,42,45,-3,52
2008,La-Liga,9,La Coruña,38,15,7,16,46,47,-1,52
2008,La-Liga,10,Valencia,38,15,6,17,48,62,-14,51
2008,La-Liga,11,Athletic Club,38,13,11,14,40,43,-3,50
2008,La-Liga,12,Espanyol,38,13,9,16,43,53,-10,48
2008,La-Liga,13,Betis,38,12,11,15,45,51,-6,47
2008,La-Liga,14,Getafe,38,12,11,15,44,48,-4,47
2008,La-Liga,15,Valladolid,38,11,12,15,42,57,-15,45
2008,La-Liga,16,Recreativo,38,11,11,16,40,60,-20,44
2008,La-Liga,17,Osasuna,38,12,7,19,37,44,-7,43
2008,La-Liga,18,Zaragoza,38,10,12,16,50,61,-11,42
2008,La-Liga,19,Real Murcia,38,7,9,22,36,65,-29,30
2008,La-Liga,20,Levante,38,7,5,26,33,75,-42,26
2009,La-Liga,1,Barcelona,38,27,6,5,105,35,70,87
2009,La-Liga,2,Real Madrid,38,25,3,10,83,52,31,78
2009,La-Liga,3,Sevilla,38,21,7,10,54,39,15,70
2009,La-Liga,4,Atlético Madrid,38,20,7,11,80,57,23,67
2009,La-Liga,5,Villarreal,38,18,11,9,61,54,7,65
2009,La-Liga,6,Valencia,38,18,8,12,68,54,14,62
2009,La-Liga,7,La Coruña,38,16,10,12,48,47,1,58
2009,La-Liga,8,Málaga,38,15,10,13,55,59,-4,55
2009,La-Liga,9,Mallorca,38,14,9,15,53,60,-7,51
2009,La-Liga,10,Espanyol,38,12,11,15,46,49,-3,47
2009,La-Liga,11,Almería,38,13,7,18,45,61,-16,46
2009,La-Liga,12,Racing Sant,38,12,10,16,49,48,1,46
2009,La-Liga,13,Athletic Club,38,12,8,18,47,62,-15,44
2009,La-Liga,14,Sporting Gijón,38,14,1,23,47,79,-32,43
2009,La-Liga,15,Osasuna,38,10,13,15,41,47,-6,43
2009,La-Liga,16,Valladolid,38,12,7,19,46,58,-12,43
2009,La-Liga,17,Getafe,38,10,12,16,50,56,-6,42
2009,La-Liga,18,Betis,38,10,12,16,51,58,-7,42
2009,La-Liga,19,Numancia,38,10,5,23,38,69,-31,35
2009,La-Liga,20,Recreativo,38,8,9,21,34,57,-23,33
2010,La-Liga,1,Barcelona,38,31,6,1,98,24,74,99
2010,La-Liga,2,Real Madrid,38,31,3,4,102,35,67,96
2010,La-Liga,3,Valencia,38,21,8,9,59,40,19,71
2010,La-Liga,4,Sevilla,38,19,6,13,65,49,16,63
2010,La-Liga,5,Mallorca,38,18,8,12,59,44,15,62
2010,La-Liga,6,Getafe,38,17,7,14,58,48,10,58
2010,La-Liga,7,Villarreal,38,16,8,14,58,57,1,56
2010,La-Liga,8,Athletic Club,38,15,9,14,50,53,-3,54
2010,La-Liga,9,Atlético Madrid,38,13,8,17,57,61,-4,47
2010,La-Liga,10,La Coruña,38,13,8,17,35,49,-14,47
2010,La-Liga,11,Espanyol,38,11,11,16,29,46,-17,44
2010,La-Liga,12,Osasuna,38,11,10,17,37,46,-9,43
2010,La-Liga,13,Almería,38,10,12,16,43,55,-12,42
2010,La-Liga,14,Zaragoza,38,10,11,17,46,64,-18,41
2010,La-Liga,15,Sporting Gijón,38,9,13,16,36,51,-15,40
2010,La-Liga,16,Racing Sant,38,9,12,17,42,59,-17,39
2010,La-Liga,17,Málaga,38,7,16,15,42,48,-6,37
2010,La-Liga,18,Valladolid,38,7,15,16,37,62,-25,36
2010,La-Liga,19,Tenerife,38,9,9,20,40,74,-34,36
2010,La-Liga,20,Xerez,38,8,10,20,38,66,-28,34
2011,La-Liga,1,Barcelona,38,30,6,2,95,21,74,96
2011,La-Liga,2,Real Madrid,38,29,5,4,102,33,69,92
2011,La-Liga,3,Valencia,38,21,8,9,64,44,20,71
2011,La-Liga,4,Villarreal,38,18,8,12,54,44,10,62
2011,La-Liga,5,Sevilla,38,17,7,14,62,61,1,58
2011,La-Liga,6,Athletic Club,38,18,4,16,59,55,4,58
2011,La-Liga,7,Atlético Madrid,38,17,7,14,62,53,9,58
2011,La-Liga,8,Espanyol,38,15,4,19,46,55,-9,49
2011,La-Liga,9,Osasuna,38,13,8,17,45,46,-1,47
2011,La-Liga,10,Sporting Gijón,38,11,14,13,35,42,-7,47
2011,La-Liga,11,Málaga,38,13,7,18,54,68,-14,46
2011,La-Liga,12,Racing Sant,38,12,10,16,41,56,-15,46
2011,La-Liga,13,Zaragoza,38,12,9,17,40,53,-13,45
2011,La-Liga,14,Levante,38,12,9,17,41,52,-11,45
2011,La-Liga,15,Real Sociedad,38,14,3,21,49,66,-17,45
2011,La-Liga,16,Getafe,38,12,8,18,49,60,-11,44
2011,La-Liga,17,Mallorca,38,12,8,18,41,56,-15,44
2011,La-Liga,18,La Coruña,38,10,13,15,31,47,-16,43
2011,La-Liga,19,Hércules,38,9,8,21,36,60,-24,35
2011,La-Liga,20,Almería,38,6,12,20,36,70,-34,30
2012,La-Liga,1,Real Madrid,38,32,4,2,121,32,89,100
2012,La-Liga,2,Barcelona,38,28,7,3,114,29,85,91
2012,La-Liga,3,Valencia,38,17,10,11,59,44,15,61
2012,La-Liga,4,Málaga,38,17,7,14,54,53,1,58
2012,La-Liga,5,Atlético Madrid,38,15,11,12,53,46,7,56
2012,La-Liga,6,Levante,38,16,7,15,54,50,4,55
2012,La-Liga,7,Osasuna,38,13,15,10,44,61,-17,54
2012,La-Liga,8,Mallorca,38,14,10,14,42,46,-4,52
2012,La-Liga,9,Sevilla,38,13,11,14,48,47,1,50
2012,La-Liga,10,Athletic Club,38,12,13,13,49,52,-3,49
2012,La-Liga,11,Getafe,38,12,11,15,40,51,-11,47
2012,La-Liga,12,Real Sociedad,38,12,11,15,46,52,-6,47
2012,La-Liga,13,Betis,38,13,8,17,47,56,-9,47
2012,La-Liga,14,Espanyol,38,12,10,16,46,56,-10,46
2012,La-Liga,15,Rayo Vallecano,38,13,4,21,53,73,-20,43
2012,La-Liga,16,Zaragoza,38,12,7,19,36,61,-25,43
2012,La-Liga,17,Granada,38,12,6,20,35,56,-21,42
2012,La-Liga,18,Villarreal,38,9,14,15,39,53,-14,41
2012,La-Liga,19,Sporting Gijón,38,10,7,21,42,69,-27,37
2012,La-Liga,20,Racing Sant,38,4,15,19,28,63,-35,27
2013,La-Liga,1,Barcelona,38,32,4,2,115,40,75,100
2013,La-Liga,2,Real Madrid,38,26,7,5,103,42,61,85
2013,La-Liga,3,Atlético Madrid,38,23,7,8,65,31,34,76
2013,La-Liga,4,Real Sociedad,38,18,12,8,70,49,21,66
2013,La-Liga,5,Valencia,38,19,8,11,67,54,13,65
2013,La-Liga,6,Málaga,38,16,9,13,53,50,3,57
2013,La-Liga,7,Betis,38,16,8,14,57,56,1,56
2013,La-Liga,8,Rayo Vallecano,38,16,5,17,50,66,-16,53
2013,La-Liga,9,Sevilla,38,14,8,16,58,54,4,50
2013,La-Liga,10,Getafe,38,13,8,17,43,57,-14,47
2013,La-Liga,11,Levante,38,12,10,16,40,57,-17,46
2013,La-Liga,12,Athletic Club,38,12,9,17,44,65,-21,45
2013,La-Liga,13,Espanyol,38,11,11,16,43,52,-9,44
2013,La-Liga,14,Valladolid,38,11,10,17,49,58,-9,43
2013,La-Liga,15,Granada,38,11,9,18,37,54,-17,42
2013,La-Liga,16,Osasuna,38,10,9,19,33,50,-17,39
2013,La-Liga,17,Celta Vigo,38,10,7,21,37,52,-15,37
2013,La-Liga,18,Mallorca,38,9,9,20,43,72,-29,36
2013,La-Liga,19,La Coruña,38,8,11,19,47,70,-23,35
2013,La-Liga,20,Zaragoza,38,9,7,22,37,62,-25,34
2014,La-Liga,1,Atlético Madrid,38,28,6,4,77,26,51,90
2014,La-Liga,2,Barcelona,38,27,6,5,100,33,67,87
2014,La-Liga,3,Real Madrid,38,27,6,5,104,38,66,87
2014,La-Liga,4,Athletic Club,38,20,10,8,66,39,27,70
2014,La-Liga,5,Sevilla,38,18,9,11,69,52,17,63
2014,La-Liga,6,Villarreal,38,17,8,13,60,44,16,59
2014,La-Liga,7,Real Sociedad,38,16,11,11,62,55,7,59
2014,La-Liga,8,Valencia,38,13,10,15,51,53,-2,49
2014,La-Liga,9,Celta Vigo,38,14,7,17,49,54,-5,49
2014,La-Liga,10,Levante,38,12,12,14,35,43,-8,48
2014,La-Liga,11,Málaga,38,12,9,17,39,46,-7,45
2014,La-Liga,12,Rayo Vallecano,38,13,4,21,46,80,-34,43
2014,La-Liga,13,Getafe,38,11,9,18,35,54,-19,42
2014,La-Liga,14,Espanyol,38,11,9,18,41,51,-10,42
2014,La-Liga,15,Granada,38,12,5,21,32,56,-24,41
2014,La-Liga,16,Elche,38,9,13,16,30,50,-20,40
2014,La-Liga,17,Almería,38,11,7,20,43,71,-28,40
2014,La-Liga,18,Osasuna,38,10,9,19,32,62,-30,39
2014,La-Liga,19,Valladolid,38,7,15,16,38,60,-22,36
2014,La-Liga,20,Betis,38,6,7,25,36,78,-42,25
2015,La-Liga,1,Barcelona,38,30,4,4,110,21,89,94
2015,La-Liga,2,Real Madrid,38,30,2,6,118,38,80,92
2015,La-Liga,3,Atlético Madrid,38,23,9,6,67,29,38,78
2015,La-Liga,4,Valencia,38,22,11,5,70,32,38,77
2015,La-Liga,5,Sevilla,38,23,7,8,71,45,26,76
2015,La-Liga,6,Villarreal,38,16,12,10,48,37,11,60
2015,La-Liga,7,Athletic Club,38,15,10,13,42,41,1,55
2015,La-Liga,8,Celta Vigo,38,13,12,13,47,44,3,51
2015,La-Liga,9,Málaga,38,14,8,16,42,48,-6,50
2015,La-Liga,10,Espanyol,38,13,10,15,47,51,-4,49
2015,La-Liga,11,Rayo Vallecano,38,15,4,19,46,68,-22,49
2015,La-Liga,12,Real Sociedad,38,11,13,14,44,51,-7,46
2015,La-Liga,13,Elche,38,11,8,19,35,62,-27,41
2015,La-Liga,14,Levante,38,9,10,19,34,67,-33,37
2015,La-Liga,15,Getafe,38,10,7,21,33,64,-31,37
2015,La-Liga,16,La Coruña,38,7,14,17,35,60,-25,35
2015,La-Liga,17,Granada,38,7,14,17,29,64,-35,35
2015,La-Liga,18,Eibar,38,9,8,21,34,55,-21,35
2015,La-Liga,19,Almería,38,8,8,22,35,64,-29,29
2015,La-Liga,20,Córdoba,38,3,11,24,22,68,-46,20
2016,La-Liga,1,Barcelona,38,29,4,5,112,29,83,91
2016,La-Liga,2,Real Madrid,38,28,6,4,110,34,76,90
2016,La-Liga,3,Atlético Madrid,38,28,4,6,63,18,45,88
2016,La-Liga,4,Villarreal,38,18,10,10,44,35,9,64
2016,La-Liga,5,Athletic Club,38,18,8,12,58,45,13,62
2016,La-Liga,6,Celta Vigo,38,17,9,12,51,59,-8,60
2016,La-Liga,7,Sevilla,38,14,10,14,51,50,1,52
2016,La-Liga,8,Málaga,38,12,12,14,38,35,3,48
2016,La-Liga,9,Real Sociedad,38,13,9,16,45,48,-3,48
2016,La-Liga,10,Betis,38,11,12,15,34,52,-18,45
2016,La-Liga,11,Las Palmas,38,12,8,18,45,53,-8,44
2016,La-Liga,12,Valencia,38,11,11,16,46,48,-2,44
2016,La-Liga,13,Espanyol,38,12,7,19,40,74,-34,43
2016,La-Liga,14,Eibar,38,11,10,17,49,61,-12,43
2016,La-Liga,15,La Coruña,38,8,18,12,45,61,-16,42
2016,La-Liga,16,Granada,38,10,9,19,46,69,-23,39
2016,La-Liga,17,Sporting Gijón,38,10,9,19,40,62,-22,39
2016,La-Liga,18,Rayo Vallecano,38,9,11,18,52,73,-21,38
2016,La-Liga,19,Getafe,38,9,9,20,37,67,-30,36
2016,La-Liga,20,Levante,38,8,8,22,37,70,-33,32
2017,La-Liga,1,Real Madrid,38,29,6,3,106,41,65,93
2017,La-Liga,2,Barcelona,38,28,6,4,116,37,79,90
2017,La-Liga,3,Atlético Madrid,38,23,9,6,70,27,43,78
2017,La-Liga,4,Sevilla,38,21,9,8,69,49,20,72
2017,La-Liga,5,Villarreal,38,19,10,9,56,33,23,67
2017,La-Liga,6,Real Sociedad,38,19,7,12,59,53,6,64
2017,La-Liga,7,Athletic Club,38,19,6,13,53,43,10,63
2017,La-Liga,8,Espanyol,38,15,11,12,49,50,-1,56
2017,La-Liga,9,Alavés,38,14,13,11,41,43,-2,55
2017,La-Liga,10,Eibar,38,15,9,14,56,51,5,54
2017,La-Liga,11,Málaga,38,12,10,16,49,55,-6,46
2017,La-Liga,12,Valencia,38,13,7,18,56,65,-9,46
2017,La-Liga,13,Celta Vigo,38,13,6,19,53,69,-16,45
2017,La-Liga,14,Las Palmas,38,10,9,19,53,74,-21,39
2017,La-Liga,15,Betis,38,10,9,19,41,64,-23,39
2017,La-Liga,16,La Coruña,38,8,12,18,43,61,-18,36
2017,La-Liga,17,Leganés,38,8,11,19,36,55,-19,35
2017,La-Liga,18,Sporting Gijón,38,7,10,21,42,72,-30,31
2017,La-Liga,19,Osasuna,38,4,10,24,40,94,-54,22
2017,La-Liga,20,Granada,38,4,8,26,30,82,-52,20
2018,La-Liga,1,Barcelona,38,28,9,1,99,29,70,93
2018,La-Liga,2,Atlético Madrid,38,23,10,5,58,22,36,79
2018,La-Liga,3,Real Madrid,38,22,10,6,94,44,50,76
2018,La-Liga,4,Valencia,38,22,7,9,65,38,27,73
2018,La-Liga,5,Villarreal,38,18,7,13,57,50,7,61
2018,La-Liga,6,Betis,38,18,6,14,60,61,-1,60
2018,La-Liga,7,Sevilla,38,17,7,14,49,58,-9,58
2018,La-Liga,8,Getafe,38,15,10,13,42,33,9,55
2018,La-Liga,9,Eibar,38,14,9,15,44,50,-6,51
2018,La-Liga,10,Girona,38,14,9,15,50,59,-9,51
2018,La-Liga,11,Espanyol,38,12,13,13,36,42,-6,49
2018,La-Liga,12,Real Sociedad,38,14,7,17,66,59,7,49
2018,La-Liga,13,Celta Vigo,38,13,10,15,59,60,-1,49
2018,La-Liga,14,Alavés,38,15,2,21,40,50,-10,47
2018,La-Liga,15,Levante,38,11,13,14,44,58,-14,46
2018,La-Liga,16,Athletic Club,38,10,13,15,41,49,-8,43
2018,La-Liga,17,Leganés,38,12,7,19,34,51,-17,43
2018,La-Liga,18,La Coruña,38,6,11,21,38,76,-38,29
2018,La-Liga,19,Las Palmas,38,5,7,26,24,74,-50,22
2018,La-Liga,20,Málaga,38,5,5,28,24,61,-37,20
2019,La-Liga,1,Barcelona,38,26,9,3,90,36,54,87
2019,La-Liga,2,Atlético Madrid,38,22,10,6,55,29,26,76
2019,La-Liga,3,Real Madrid,38,21,5,12,63,46,17,68
2019,La-Liga,4,Valencia,38,15,16,7,51,35,16,61
2019,La-Liga,5,Getafe,38,15,14,9,48,35,13,59
2019,La-Liga,6,Sevilla,38,17,8,13,62,47,15,59
